uuid,stop,platform,line,direction,scheduled_departure,real_departure,delay_min,connection_exists
5080a9de-9d41-55df-84ff-8497fdbb9a42,Bochum Hbf,Gleis 1 (U),302,Gelsenkirchen Rheinelbestr.,17:54,,,True
c276b2fc-7b69-5c36-9e62-2bef218dde8f,Bochum Hbf,Gleis 3 (U),U35,Herne Schloß Strünkede,17:54,17:54,0.0,True
d741c6cd-fa40-5494-8d5a-287495a4fb37,Bochum Hbf,3,RE1 (RRX),"Aachen, Hbf",17:55,18:03,8.0,True
f90a832b-8740-5208-b063-76134677f986,Bochum Hbf,Gleis 6 (U),306,Wanne-Eickel Hbf,17:56,17:56,0.0,True
c9067c60-112f-57b4-80ce-35e426bba9e0,Bochum Hbf,Gleis 4 (U),U35,Bochum Hustadt (TQ),17:57,,,True
1bf5fa89-2d4d-508a-949d-2d693d7a5216,Bochum Hbf,07,365,Bochum Ottostr.,17:57,17:57,0.0,True
338046c2-0a0a-58c1-86a6-0519eb3d17a2,Bochum Hbf,Gleis 5 (U),316,Bochum Heinrichstr.,17:57,17:57,0.0,True
682334a5-aff0-5889-914b-1e15078697c3,Bochum Hbf,Gleis 2 (U),310,Witten Heven Dorf,17:58,17:58,0.0,True
a14f8a09-6c30-5dde-bc2c-641e7cb5f452,Bochum Hbf,Gleis 6 (U),308,Hattingen Mitte,17:58,17:58,0.0,True
f9f19a7c-b778-542c-92ac-60fce7d24022,Bochum Hbf,8,S1,Dortmund Hbf,17:59,17:59,0.0,True
085649ff-fcb9-5950-b3a7-eff9fc05297e,Bochum Hbf,Gleis 3 (U),U35,Bochum Riemke Markt,17:59,17:59,0.0,True
f2bc01cf-8f3c-505e-8efd-0cec96f9b681,Bochum Hbf,Gleis 1 (U),302,Gelsenkirchen Rheinelbestr.,18:00,18:00,0.0,True
e2560976-a339-578b-99ae-0e0e33ec3e0f,Bochum Hbf,03,349,Bochum Haarstr.,18:00,18:00,0.0,True
becff958-da82-5172-b681-79833a0b0014,Bochum Hbf,08,336,Dortmund Lütgendortmund S,18:01,18:01,0.0,True
e60f04f8-39f7-50b2-b9aa-a2d998308224,Bochum Hbf,Gleis 4 (U),U35,Bochum Hustadt (TQ),18:02,,,True
102910ff-34dd-57f0-aeab-dae79a81b26d,Bochum Hbf,7,S1,Essen Hauptbahnhof,18:02,18:02,0.0,True
