uuid,stop,platform,line,direction,scheduled_departure,real_departure,delay_min,connection_exists
f9895945-d1c2-57b0-b65c-0a71d888b688,Düsseldorf Hbf,17,ICE 541 InterCityExpress,S Ostbahnhof (Berlin),4:48,,,True
e4a56868-5dd6-56f7-a166-5d8e6d2b844b,Düsseldorf Hbf,,ICE 541,Berlin Ostbahnhof,4:48,4:48,0.0,True
4119eafa-a011-51f5-8570-b8a98ee8e73d,Düsseldorf Hbf,16,ICE 523 InterCityExpress,München Hbf,4:57,4:58,1.0,True
77f4b319-ab9b-591a-b45e-4100ca6e908c,Duisburg Hbf,13,ICE 541 InterCityExpress,S Ostbahnhof (Berlin),5:06,,,True
aa7f91d4-cacb-5c12-a331-a5d9a00941f0,Duisburg Hbf,,ICE 541,Berlin Ostbahnhof,5:06,5:06,0.0,True
85ff149c-d487-50eb-b729-a478459d1e7a,Bochum Hbf,5,ICE 541,Berlin Ostbahnhof,5:29,5:29,0.0,True
7857291f-e51f-5843-95cd-b939c718304c,Bochum Hbf,5,ICE 541 InterCityExpress,S Ostbahnhof (Berlin),5:29,,,True
6220d6c2-f020-5184-9125-49c159e7b98b,Bochum Hbf,3,ICE 525 InterCityExpress,München Hbf,5:36,,,True
9aef4bb5-acda-510d-b32d-66a65e6c50a0,Dortmund Hbf,16,ICE 101 InterCityExpress,Basel SBB,5:36,5:38,2.0,True
87660f15-1f93-535b-a332-352703957be9,Essen Hauptbahnhof,1,ICE 525 InterCityExpress,München Hbf,5:53,,,True
a034d59e-3899-5c31-9846-c84f13370f73,Bochum Hbf,3,ICE 101 InterCityExpress,Basel SBB,5:48,5:49,1.0,True
cf67b1a6-8cc9-5630-a6f3-462f7fd13eeb,Dortmund Hbf,,ICE 541,Berlin Ostbahnhof,5:43,5:44,1.0,True
ddeb0515-27c6-5ea8-b0e3-24ae871541e9,Dortmund Hbf,10,ICE 541 InterCityExpress,S Ostbahnhof (Berlin),5:43,,,True
0cd41c88-f7c2-518d-8ae1-2e1df4676bf0,Dortmund Hbf,16,ICE 913 InterCityExpress,München Hbf,5:48,,,True
144f3c27-4a58-5499-886b-be6a323345dd,Bochum Hbf,3,ICE 913 InterCityExpress,München Hbf,6:02,6:02,0.0,True
75463328-75a8-50ae-9dec-c22943db0826,Düsseldorf Hbf,,ICE 843,Berlin Ostbahnhof,5:50,5:52,2.0,True
f2895fdb-8dd3-52a0-a1f6-3015d1b47081,Düsseldorf Hbf,17,ICE 843 InterCityExpress,S Ostbahnhof (Berlin),5:50,,,True
c6452ba5-c387-56bd-96c2-43e30b331366,Duisburg Hbf,3,ICE 525 InterCityExpress,München Hbf,6:07,6:09,2.0,True
a5e7e9eb-69c9-5693-ad7e-e6c7f18260b7,Essen Hauptbahnhof,2,ICE 101 InterCityExpress,Basel SBB,6:00,6:00,0.0,True
92396e09-beb4-5e4a-8b41-829b103681ff,Essen Hauptbahnhof,2,ICE 913 InterCityExpress,München Hbf,6:14,6:15,1.0,True
af70b7f2-c337-5ec8-b038-aca037276d44,Duisburg Hbf,,ICE 843,Berlin Ostbahnhof,6:09,6:09,0.0,True
3724f554-29f4-5d0f-a4f1-1ba1cfc1efe7,Duisburg Hbf,13,ICE 843 InterCityExpress,S Ostbahnhof (Berlin),6:09,,,True
5c21ee3b-2223-5c5e-ae46-af2221723276,Duisburg Hbf,3,ICE 101 InterCityExpress,Basel SBB,6:13,6:14,1.0,True
7c3d3170-bd4d-5cb7-929a-542bdc591fc4,Dortmund Hbf,16,ICE 527 InterCityExpress,München Hbf,6:23,6:23,0.0,True
5ba4676f-be21-5a56-8522-ff415921ce03,Essen Hauptbahnhof,,ICE 843,Berlin Ostbahnhof,6:21,6:22,1.0,True
96ecdc9e-21ea-571c-b27d-23fea0a1d56c,Essen Hauptbahnhof,6,ICE 843 InterCityExpress,S Ostbahnhof (Berlin),6:21,,,True
9b40bdbb-c016-5cf9-87e4-787d908ea31e,Wuppertal Hbf,2,ICE 853,Berlin Ostbahnhof,6:16,6:18,2.0,True
42b2debe-5d86-5273-9267-cc1d5bb29d02,Wuppertal Hbf,2,ICE 853 InterCityExpress,S Ostbahnhof (Berlin),6:16,,,True
8663d5e3-e48c-578a-b03a-09a50cd028e4,Bochum Hbf,5,ICE 843 InterCityExpress,S Ostbahnhof (Berlin),6:32,,,True
5a2398c7-804a-5776-a820-dfef02822963,Bochum Hbf,5,ICE 843,Berlin Ostbahnhof,6:32,6:32,0.0,True
f6ea904a-dab8-5fa7-bb9d-a9c0326935e6,Dortmund Hbf,11,ICE 1621 InterCityExpress,München Hbf,6:36,,,True
a841c031-51f2-5dba-aea1-981564c54a04,Dortmund Hbf,,ICE 2947,München Hbf,6:36,,,True
9a31ecb0-cb3a-5026-be20-353b051195d0,Duisburg Hbf,4,ICE 913 InterCityExpress,München Hbf,6:27,6:29,2.0,True
53083da3-beb0-5b5b-9962-ca206ff1554c,Bochum Hbf,3,ICE 527 InterCityExpress,München Hbf,6:36,6:36,0.0,True
96d84068-51cc-53cb-9152-2f5d96d642e2,Düsseldorf Hbf,16,ICE 525 InterCityExpress,München Hbf,6:21,6:22,1.0,True
1f2317f5-a443-5797-ae89-609ab5e64613,Dortmund Hbf,10,ICE 843 InterCityExpress,S Ostbahnhof (Berlin),6:45,,,True
adfbdce4-1428-5809-9f04-e35023f5119a,Dortmund Hbf,,ICE 843,Berlin Ostbahnhof,6:45,6:46,1.0,True
7bf38a32-81c1-5cec-8ad8-d5d06b6e416f,Düsseldorf Hbf,15,ICE 101 InterCityExpress,Basel SBB,6:27,6:29,2.0,True
08ff7928-9ee6-51f1-aa9f-c218ce665cce,Düsseldorf Hbf,17,ICE 618 InterCityExpress,Kiel Hbf,6:33,6:37,4.0,True
e6eb07f0-ab32-5e3a-a780-042b8445651f,Essen Hauptbahnhof,2,ICE 527 InterCityExpress,München Hbf,6:54,6:54,0.0,True
92ebddf0-e8d6-5b68-b7ee-63d61499fd2c,Düsseldorf Hbf,17,ICE 1038 InterCityExpress,Hamburg Altona,6:41,6:41,0.0,True
6c0a61e9-d8bd-52b6-b427-6973e1bb50b8,Duisburg Hbf,13,ICE 618 InterCityExpress,Kiel Hbf,6:47,6:51,4.0,True
0d1ccd65-ce5f-57e4-8d34-3ae43f44cab4,Essen Hauptbahnhof,1,ICE 513 InterCityExpress,München Hbf,7:00,7:00,0.0,True
9b976156-1ac9-5747-9ba4-e07db1211c1f,Essen Hauptbahnhof,4,ICE 618 InterCityExpress,Kiel Hbf,7:00,7:03,3.0,True
121d17c5-f783-57e5-86ff-c1ef52db3909,Essen Hauptbahnhof,4,ICE 1038 InterCityExpress,Hamburg Altona,7:06,7:07,1.0,True
5a3b984e-1cd0-5410-bc83-956d82e5663e,Düsseldorf Hbf,15,ICE 913 InterCityExpress,München Hbf,6:47,6:47,0.0,True
e7c9378c-5043-5799-b185-b2417d9211b2,Düsseldorf Hbf,17,ICE 543 InterCityExpress,S Ostbahnhof (Berlin),6:51,,,True
59757893-5960-5142-b7cc-4dfb195f6a0f,Duisburg Hbf,13,ICE 1038 InterCityExpress,Hamburg Altona,6:54,6:55,1.0,True
e940ee95-bc58-5ad2-8659-9c00d38dae4a,MG Hbf /Europaplatz,3,ICE 1252 Int. reserveren verplicht,Amsterdam Centraal,7:26,7:26,0.0,True
219fd761-7e57-5cf0-bfd1-f38a7aa5f603,Dortmund Hbf,16,ICE 529 InterCityExpress,München Hbf,7:23,,,True
ddf2b205-2313-5a0e-b389-34c7155bd959,Düsseldorf Hbf,,ICE 543,Berlin Ostbahnhof,6:51,6:52,1.0,True
9321c5a5-ba5c-5589-887c-dfa1311d52c5,Duisburg Hbf,4,ICE 527 InterCityExpress,München Hbf,7:08,7:09,1.0,True
d393a798-8718-523b-a77e-9df25e4cd357,Duisburg Hbf,13,ICE 543 InterCityExpress,S Ostbahnhof (Berlin),7:10,,,True
4b4e5ad8-ff9d-5cc7-b22c-ceb7728ec53a,Duisburg Hbf,,ICE 543,Berlin Ostbahnhof,7:10,7:11,1.0,True
a9af6e6f-ca6f-57d6-9b8f-7da51054bf90,Duisburg Hbf,4,ICE 513 InterCityExpress,München Hbf,7:13,7:14,1.0,True
fbf8cd0d-5758-57ec-97bc-ce88ceb7b892,MG Hbf /Europaplatz,3,ICE 1252 ICE International,Amsterdam Centraal,7:26,,,True
5dbcc633-8e96-5b5a-84c2-b1080b391cb8,Wuppertal Hbf,1,ICE 2947,München Hbf,7:15,7:20,5.0,True
bcab5eba-05e9-5d82-abdf-385025462ab8,Wuppertal Hbf,1,ICE 1621 InterCityExpress,München Hbf,7:15,,,True
